Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Amérique du Nord;NAC;Population, femmes;SP.POP.TOTL.FE.IN;100011609;101757087;103404391;104986072;106553609;108012448;109416597;110778416;112049089;113276333;114698057;116387831;117679596;118859581;120034185;121324844;122595269;123940424;125343977;126798974;128114609;129430932;130696296;131888751;133032716;134223971;135504277;136817349;138160722;139616680;141257633;143116729;145033205;146855179;148569082;150247625;151913086;153648002;155327490;157001293;158663618;160192946;161650783;162997017;164464473;165949320;167532001;169111332;170719760;172243085;173693664;174961746;176263225;177502534;178811308;180096950;181448726;182692554;183959561
Namibie;NAM;Population, femmes;SP.POP.TOTL.FE.IN;322319;330149;338323;346832;355647;364775;374155;383824;393951;404769;416427;429031;442473;456371;470203;483607;496525;509132;521590;534187;547169;560419;574004;588589;605017;623830;645340;669158;694247;719169;742853;764915;785584;805103;823976;842564;860950;878970;896492;913294;929279;944381;958792;973008;987692;1003314;1020108;1037961;1056636;1075694;1094860;1114056;1133404;1153087;1173380;1194453;1216361;1238986;1262166
Nouvelle-Calédonie;NCL;Population, femmes;SP.POP.TOTL.FE.IN;37356;38401;39456;40564;41731;42908;44386;45870;47363;49575;53451;57318;59980;61456;62703;63490;64308;65379;66227;66845;67737;69136;70757;72356;73923;75404;76923;78556;80169;81780;83715;85808;87835;89988;92353;94517;96531;98709;100951;103207;105438;107616;109755;111673;113395;115145;116905;118671;120440;122036;123920;126179;128449;130720;132886;135052;137160;139125;141067
Niger;NER;Population, femmes;SP.POP.TOTL.FE.IN;1792287;1838916;1887510;1937853;1989656;2042670;2096918;2152520;2209465;2267787;2327552;2388811;2451725;2516517;2583475;2652863;2724768;2799354;2877048;2958358;3043664;3133338;3227381;3325286;3426322;3530027;3636369;3745850;3859218;3977514;4101581;4231824;4368393;4511526;4661399;4818227;4982361;5154180;5333938;5521896;5718336;5923619;6138145;6362295;6596449;6841016;7096223;7362486;7640712;7931955;8237013;8556414;8890152;9237782;9598576;9972036;10358212;10757486;11170080
Nigéria;NGA;Population, femmes;SP.POP.TOTL.FE.IN;22607612;23067400;23547220;24045066;24558048;25084614;25625362;26182794;26759812;27360230;27987756;28640818;29321187;30039581;30809803;31640398;32537602;33495243;34494168;35507521;36516204;37512693;38503069;39498529;40516552;41569747;42661521;43787393;44942854;46120579;47315565;48527726;49760180;51014942;52295001;53603141;54941140;56310600;57714179;59154811;60635478;62157695;63724088;65339998;67011755;68744170;70539248;72396972;74317325;76299386;78342009;80445626;82609427;84829320;87099883;89416887;91778884;94185874;96636984
Nicaragua;NIC;Population, femmes;SP.POP.TOTL.FE.IN;888187;916167;944640;973724;1003585;1034345;1066060;1098733;1132407;1167118;1202914;1239777;1277724;1316925;1357573;1399795;1443602;1488841;1535267;1582535;1630348;1678678;1727439;1776252;1824652;1872324;1918949;1964648;2010032;2056015;2103181;2151784;2201437;2251359;2300463;2347951;2393608;2437649;2480215;2521581;2561993;2601422;2639910;2677901;2715978;2754552;2793840;2833763;2874139;2914627;2954982;2995160;3035241;3075325;3115566;3156057;3196842;3237850;3278837
Pays-Bas;NLD;Population, femmes;SP.POP.TOTL.FE.IN;5767220;5842448;5924615;6003110;6082051;6164493;6244242;6314541;6379935;6453971;6534376;6612659;6680237;6736627;6791370;6854978;6912927;6959034;7007513;7061836;7123632;7178182;7216453;7248724;7281773;7319234;7362547;7411151;7460087;7505071;7556295;7614647;7670302;7721514;7766014;7802880;7838167;7878475;7927388;7980350;8037107;8096932;8147243;8183862;8210231;8227240;8238158;8253655;8283398;8323801;8364526;8401899;8431597;8455043;8483667;8518825;8560955;8607750;8653884
Norvège;NOR;Population, femmes;SP.POP.TOTL.FE.IN;1797400;1811646;1826243;1840183;1854320;1869103;1884518;1900887;1917531;1933804;1948448;1962625;1978103;1992388;2005268;2016974;2027198;2036640;2045376;2053360;2061011;2069200;2077916;2085855;2092615;2099510;2107328;2117263;2128548;2137180;2144423;2154633;2167123;2180058;2192372;2203443;2214031;2225227;2237575;2252100;2266121;2277264;2289408;2302579;2315385;2329544;2345801;2366849;2392635;2418878;2445123;2473069;2501872;2528608;2553889;2576388;2596542;2615346;2630707
Népal;NPL;Population, femmes;SP.POP.TOTL.FE.IN;5066678;5146301;5229039;5315631;5406817;5503117;5605106;5712812;5825479;5941972;6061508;6183965;6309755;6439396;6573590;6712908;6857517;7007454;7162977;7324377;7491872;7665428;7845058;8031074;8223810;8423416;8630321;8844169;9063336;9285613;9509542;9732850;9955978;10183335;10421123;10672916;10940940;11221190;11503376;11773451;12021356;12243828;12443826;12625169;12794321;12956564;13112897;13263373;13411543;13561502;13716600;13877510;14044913;14221927;14412033;14617069;14838723;15074691;15317817
Nauru;NRU;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nouvelle-Zélande;NZL;Population, femmes;SP.POP.TOTL.FE.IN;1179951;1204207;1235617;1260835;1288071;1310209;1334800;1359922;1373045;1386460;1406305;1428152;1454147;1483322;1515064;1545478;1560059;1565939;1567568;1562589;1565640;1572657;1589259;1611978;1627206;1638889;1640556;1657206;1664220;1674210;1690913;1775058;1793033;1812611;1836145;1863205;1893714;1920164;1939127;1951226;1964351;1977307;2013084;2054023;2085205;2108864;2134243;2153318;2170490;2191061;2214443;2230453;2241928;2258608;2292539;2335996;2385498;2436831;2461056
Pays membres de l'OCDE;OED;Population, femmes;SP.POP.TOTL.FE.IN;404231707;410378139;415819758;421250192;426686372;431985896;437065700;441978873;446445745;451797741;456609689;461873123;467004741;471667885;476889030;481892673;486243884;490741900;495278298;499896153;504451830;508946331;513222813;517306922;521203002;525116557;529166219;533172986;537229852;541519065;546071033;551051428;555956329;560620337;565039815;569370843;573545320;577683541;581661728;585660468;589583837;593708343;597899033;602064791;606254144;610424047;614791486;619260631;623954897;628251781;632225256;635256159;639046033;642994765;647101918;651129693;655182391;658807864;662341611
Oman;OMN;Population, femmes;SP.POP.TOTL.FE.IN;278462;285635;293167;301058;309300;317915;326942;336456;346484;357040;368194;379948;392418;405914;420823;437432;455711;475592;497200;520659;545988;573267;602185;631801;660882;688511;714355;738548;761248;782789;803463;823212;842021;860277;878488;897026;916128;935734;955612;975360;994726;1014041;1033598;1053130;1072242;1090902;1108496;1125767;1145587;1171774;1206887;1252028;1305846;1365279;1425910;1484397;1539788;1592569;1642704
Autres petits états;OSS;Population, femmes;SP.POP.TOTL.FE.IN;4717825;4797927;4880391;4965258;5053965;5145735;5239581;5335859;5436859;5541400;5649316;5761822;5876959;5993913;6114009;6239120;6367319;6499825;6636156;6779785;6930345;7086495;7249846;7417515;7592772;7780222;7979656;8189198;8400722;8606794;8799639;8981498;9140308;9286745;9438300;9593230;9757910;9931895;10109347;10296816;10480930;10653019;10823000;10992562;11168442;11355986;11555517;11766253;11987074;12211185;12438538;12666414;12901348;13141160;13385267;13634092;13883508;14137359;14394927
Pakistan;PAK;Population, femmes;SP.POP.TOTL.FE.IN;20880066;21415941;21979307;22568997;23183561;23822030;24485431;25174630;25888500;26625577;27385769;28169046;28978869;29823035;30711674;31652713;32647435;33695657;34801639;35969868;37202416;38501062;39861900;41273824;42721759;44193851;45687772;47203740;48735900;50278144;51827159;53375373;54925192;56495353;58111946;59791903;61544775;63360007;65209976;67055724;68869888;70641887;72381877;74108540;75850289;77627779;79446945;81301352;83184599;85085873;86997653;88917283;90848646;92798279;94775532;96786267;98831965;100907719;103005090
Panama;PAN;Population, femmes;SP.POP.TOTL.FE.IN;554733;571675;589267;607431;626085;645154;664592;684418;704654;725369;746579;768289;790446;812982;835803;858837;882064;905479;929016;952600;976180;999733;1023276;1046922;1070815;1095070;1119722;1144762;1170177;1195920;1221972;1248323;1275002;1302046;1329519;1357465;1385918;1414829;1444112;1473637;1503301;1533087;1563010;1593115;1623489;1654190;1685236;1716605;1748284;1780242;1812453;1844849;1877446;1910404;1943938;1978157;2013132;2048697;2084484
Pérou;PER;Population, femmes;SP.POP.TOTL.FE.IN;5060099;5205997;5357580;5514223;5675019;5839326;6006842;6177754;6352501;6531772;6716011;6905283;7099286;7297564;7499520;7704650;7912779;8123873;8337805;8554485;8773805;8995289;9218743;9444658;9673768;9906382;10142770;10382087;10622087;10859786;11093042;11320002;11540978;11758534;11976519;12197175;12421933;12648380;12870296;13079203;13269175;13438632;13589981;13726376;13852754;13973346;14089687;14202698;14315465;14431443;14553778;14681708;14816487;14965317;15137227;15337371;15570373;15831043;16102673
Philippines;PHL;Population, femmes;SP.POP.TOTL.FE.IN;13049582;13479859;13922308;14374391;14832643;15294734;15759703;16228786;16704577;17190776;17690171;18203943;18731646;19272548;19825234;20388912;20963365;21549655;22149713;22766108;23400659;24053651;24724397;25412383;26116714;26836380;27571358;28320848;29082159;29851832;30627285;31407079;32191330;32980985;33777775;34582833;35394323;36210843;37034297;37867397;38710922;39568588;40436782;41300381;42139060;42939599;43693432;44408074;45105957;45818893;46569076;47365187;48198297;49051544;49899689;50724449;51520528;52293794;53050434
Palaos;PLW;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papouasie-Nouvelle-Guinée;PNG;Population, femmes;SP.POP.TOTL.FE.IN;1089194;1110348;1132557;1155895;1180554;1206640;1234197;1263171;1293440;1324814;1357174;1390503;1424851;1460325;1497062;1535177;1574607;1615356;1657648;1701750;1747820;1795979;1846041;1897509;1949680;2002052;2054495;2107130;2160044;2213415;2267407;2321888;2376868;2432902;2490700;2550711;2613414;2678537;2744881;2810784;2875181;2937347;2997942;3058879;3122847;3191689;3266211;3345532;3427754;3510131;3590686;3668767;3745032;3820346;3896119;3973384;4052302;4132518;4213887
Pologne;POL;Population, femmes;SP.POP.TOTL.FE.IN;15302427;15457163;15625051;15826323;16041490;16194324;16311789;16465930;16620911;16747810;16803248;16859361;16993220;17141914;17301624;17470154;17642825;17812581;17954049;18097506;18262849;18425185;18590052;18759414;18925159;19075122;19205061;19315285;19398525;19472501;19552842;19626071;19690268;19744610;19790968;19823109;19843970;19863172;19877098;19883133;19685143;19689207;19690252;19687411;19686106;19686977;19683468;19681019;19690101;19706577;19649359;19654134;19644188;19620509;19595127;19574714;19563116;19565914;19568657
de Pré-dividende démographique;PRE;Population, femmes;SP.POP.TOTL.FE.IN;94409504;96541900;98774555;101104493;103525831;106035793;108637358;111337849;114143919;117063880;120106033;123263974;126542310;129969434;133582979;137404983;141456798;145719490;150124826;154578626;159016230;163417484;167812507;172249460;176800641;181523159;186420296;191488776;196771072;202317146;208157458;214328732;220812240;227514951;234306129;241097629;247852036;254614427;261480562;268588854;276039950;283872274;292059450;300559506;309303187;318243665;327365530;336697164;346286386;356200664;366485527;377158920;388197223;399552845;411157263;422959776;434944788;447124121;459507794
Porto Rico;PRI;Population, femmes;SP.POP.TOTL.FE.IN;1194369;1217994;1246491;1276842;1304367;1326213;1342590;1352946;1360671;1371322;1388316;1410995;1439550;1471723;1503644;1532824;1559846;1584595;1607155;1628068;1647715;1665552;1681655;1696904;1712537;1729394;1747733;1767286;1787501;1807527;1826692;1841804;1855197;1871862;1890120;1908491;1930896;1949754;1961827;1972553;1978965;1984298;1988079;1990485;1991720;1989165;1980474;1968156;1955704;1944356;1934347;1912488;1890356;1870160;1841666;1811729;1779702;1740406;1675861
Corée, République démocratique de;PRK;Population, femmes;SP.POP.TOTL.FE.IN;6145006;6262148;6362447;6456953;6562740;6691779;6846114;7020001;7208217;7402751;7597108;7790985;7984400;8171569;8345518;8501728;8636973;8753453;8858871;8964331;9077912;9202502;9335984;9475405;9615780;9753619;9887585;10019339;10151792;10289097;10433806;10587334;10747409;10908411;11062570;11204390;11331423;11445345;11549816;11650479;11751348;11853809;11956240;12056076;12149452;12233823;12308369;12374677;12435393;12494309;12554220;12615975;12678977;12742824;12806595;12869583;12931860;12993634;13054387
Portugal;PRT;Population, femmes;SP.POP.TOTL.FE.IN;4624272;4663157;4698046;4718289;4722991;4707108;4676688;4653283;4639605;4602556;4563327;4542034;4530184;4524810;4580840;4750730;4880469;4925526;4972490;5020476;5070504;5111280;5140390;5163036;5182327;5196346;5201290;5200494;5195849;5188907;5177915;5165836;5161233;5166650;5179573;5196582;5215458;5238305;5264189;5292683;5327655;5361701;5386616;5402824;5414012;5425860;5441374;5461138;5480493;5498231;5513209;5517359;5507126;5488215;5468262;5452971;5440467;5429333;5420804
Paraguay;PRY;Population, femmes;SP.POP.TOTL.FE.IN;966558;991337;1016721;1042703;1069313;1096544;1124493;1153128;1182184;1211318;1240331;1269155;1298008;1327308;1357618;1389395;1422718;1457632;1494417;1533427;1574831;1618758;1665076;1713466;1763496;1814773;1867180;1920629;1974806;2029363;2084026;2138547;2192871;2247045;2301196;2355388;2409538;2463468;2517011;2569978;2622196;2673717;2724464;2773955;2821586;2866969;2909898;2950678;2990188;3029659;3069989;3111465;3153913;3197207;3241015;3285105;3329473;3374178;3419021
Cisjordanie et Gaza;PSE;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;975421;1019889;1066383;1115006;1165867;1219059;1274700;1332912;1367255;1402482;1438612;1475654;1513633;1552632;1592742;1634050;1676614;1720422;1768891;1817125;1865191;1912960;1960670;2008167;2055699;2103363;2151335;2194861;2251538
Petits états insulaires du Pacifique;PSS;Population, femmes;SP.POP.TOTL.FE.IN;402512;416200;430924;446215;461356;475792;489387;502271;514642;526796;539020;551290;563598;575968;588412;600970;613572;626232;639162;652672;666921;682154;698156;714133;729035;742156;753086;762182;770451;779239;789602;801843;815592;830234;844802;858600;871505;883742;895397;906590;917465;927951;938088;948296;959088;970854;983822;997869;1012534;1027268;1041601;1055409;1068886;1082369;1096350;1111230;1127092;1143817;1161235
de Post-dividende démographique;PST;Population, femmes;SP.POP.TOTL.FE.IN;387735677;393088710;397751835;402348549;406878373;411289206;415444001;419345680;422774021;427062665;430861076;435075138;439039101;442484060;446469077;450167536;453166026;456302212;459472101;462764996;465893776;468996447;471785013;474339391;476735367;479154327;481792175;484472948;487259282;490244883;493309177;496672243;500028035;503205168;506053032;508719995;511343007;513857175;516269357;518649565;521149062;523552940;526066170;528590068;531230753;533848339;536681828;539653294;542872822;545618385;548101723;549536694;551756987;554084658;556504217;558895183;561292986;563212832;565090242
Polynésie française;PYF;Population, femmes;SP.POP.TOTL.FE.IN;37927;39231;40691;42256;43874;45508;47156;48807;50492;52197;53937;55713;57500;59335;61218;63158;65162;67219;69322;71438;73567;75689;77807;79936;82124;84372;86719;89126;91537;93828;95950;97841;99546;101182;102923;104881;107093;109504;112016;114504;116866;119080;121176;123081;124752;126154;127262;128091;128746;129370;130052;130835;131706;132629;133558;134454;135302;136138;136964
Qatar;QAT;Population, femmes;SP.POP.TOTL.FE.IN;20621;21937;23466;25157;26962;28825;30767;32811;34956;37222;39619;42147;44839;47813;51202;55098;59512;64430;69901;76015;82774;90204;98184;106503;114854;122984;130895;138549;145711;152071;157469;161859;165420;168494;171585;175102;179293;184280;190289;197500;206134;216184;227882;241978;259403;280766;306134;335119;367133;401365;437040;474135;512270;549807;584692;615499;641458;662995;681380
Roumanie;ROU;Population, femmes;SP.POP.TOTL.FE.IN;9417994;9487643;9544011;9600726;9657482;9709602;9797989;9955022;10084804;10185886;10303251;10405345;10499980;10585240;10678781;10808256;10934779;11034327;11129707;11197266;11254485;11327502;11389826;11433548;11474974;11522368;11575032;11631850;11686774;11740585;11763971;11666981;11568417;11560398;11552194;11537910;11514174;11490957;11477235;11469109;11463744;11313492;11115939;11043328;10988116;10928679;10873449;10723990;10556035;10475198;10416095;10363382;10311889;10266229;10221124;10169092;10110261;10053232;9994647
Fédération de Russie;RUS;Population, femmes;SP.POP.TOTL.FE.IN;66197908;66796030;67403904;68022910;68657512;69309485;69600772;69903772;70218208;70544418;70882181;71236341;71600962;71971605;72338525;72697052;73138343;73570204;73997784;74428151;74871110;75293024;75693627;76073678;76569238;77069777;77512558;77931654;78313902;78662015;78875041;78985214;78975569;78861218;78753798;78776486;78673925;78567066;78471461;78274915;78003564;77741696;77462070;77192532;76960897;76738733;76548778;76469013;76477530;76535793;76600047;76684345;76832119;77008928;77184758;77337012;77468056;77546481;77529468
Rwanda;RWA;Population, femmes;SP.POP.TOTL.FE.IN;1493801;1525849;1553794;1580659;1610703;1646959;1690655;1740895;1796019;1853395;1911175;1968976;2027670;2088084;2151498;2218869;2290366;2365778;2445293;2528995;2616947;2705643;2794225;2888060;2994660;3117218;3265901;3434108;3588678;3684631;3693695;3596145;3411719;3199608;3042592;2998217;3090557;3296727;3569953;3840422;4057735;4207427;4306106;4371763;4434024;4514514;4616846;4732972;4859346;4989389;5118459;5246074;5374748;5506172;5642840;5786421;5937443;6094885;6256897
Asie du Sud;SAS;Population, femmes;SP.POP.TOTL.FE.IN;276232648;282018749;288029815;294263092;300713972;307378867;314261231;321362716;328676111;336191929;343905540;351810460;359914758;368246055;376841694;385727287;394910312;404379146;414115932;424093868;434290672;444698877;455315431;466126877;477118729;488278351;499592049;511052042;522658802;534416725;546325114;558376105;570552977;582835103;595197333;607617169;620078473;632568872;645073749;657579212;670070690;682535304;694956808;707313317;719580593;731738306;743777663;755691426;767464144;779079800;790528605;801800554;812845072;823813793;834691833;845488839;856232039;866897712;877474085
Arabie saoudite;SAU;Population, femmes;SP.POP.TOTL.FE.IN;2034341;2099441;2169199;2242995;2319885;2399391;2481390;2566845;2657656;2756336;2864805;2984531;3115530;3256523;3405459;3561244;3721793;3888584;4068170;4269453;4497890;4756457;5040565;5338861;5635585;5919163;6185343;6436676;6676699;6911799;7146665;7381804;7615404;7847220;8076607;8303247;8527984;8751728;8974339;9195458;9415349;9633877;9852688;10075879;10308765;10555258;10814703;11085958;11371439;11673941;11993974;12335193;12693138;13050372;13383557;13676739;13921739;14125194;14304228
Soudan;SDN;Population, femmes;SP.POP.TOTL.FE.IN;3776274;3888571;4005630;4127658;4254841;4387405;4525667;4669925;4820256;4976714;5139458;5308373;5483916;5667469;5860830;6065203;6281072;6507866;6744401;6988940;7240086;7498505;7764453;8035675;8309295;8583829;8855885;9127258;9407705;9710606;10044405;10414617;10815290;11229434;11633279;12010208;12353337;12668942;12969717;13274743;13597784;13943264;14306616;14682017;15060070;15434310;15803459;16171078;16541362;16920410;17312731;17719721;18140462;18574537;19020770;19478322;19947207;20427931;20920587
Sénégal;SEN;Population, femmes;SP.POP.TOTL.FE.IN;1613509;1655917;1699860;1745405;1792621;1841584;1892228;1944569;1998867;2055442;2114472;2176312;2240810;2307076;2373886;2440492;2506463;2572425;2639891;2710972;2787199;2869090;2956238;3048096;3143754;3242481;3344059;3448604;3556110;3666650;3780191;3896880;4016373;4137545;4258921;4379546;4499078;4618100;4737654;4859293;4984267;5112948;5245444;5382443;5524664;5672666;5826757;5987041;6153635;6326579;6505832;6691451;6883287;7080686;7282808;7488967;7698908;7912589;8129692
Singapour;SGP;Population, femmes;SP.POP.TOTL.FE.IN;779089;808626;835463;861525;888323;913803;939476;962313;980282;996035;1012432;1031877;1051717;1071991;1090349;1106720;1122115;1138215;1152507;1167487;1182589;1240728;1296059;1312937;1338792;1342609;1344691;1369460;1409257;1454800;1514110;1557299;1602528;1639947;1687708;1734895;1801178;1856327;1914931;1927542;1962216;2021689;2049959;2030062;2061744;2109667;2167069;2242873;2345804;2399863;2429972;2473739;2531841;2572741;2606984;2638421;2672718;2674905;2687287
Îles Salomon;SLB;Population, femmes;SP.POP.TOTL.FE.IN;54624;56458;58394;60418;62479;64559;66634;68735;70939;73345;76036;79029;82299;85775;89357;92964;96574;100195;103855;107569;111365;115256;119213;123218;127246;131255;135254;139248;143278;147390;151629;156014;160526;165163;169908;174743;179663;184672;189804;195088;200548;206205;212047;217999;223959;229855;235650;241414;247224;253279;259675;266474;273616;281067;288724;296549;304526;312658;320910
Sierra Leone;SLE;Population, femmes;SP.POP.TOTL.FE.IN;1182982;1200572;1218997;1238256;1258348;1279280;1301080;1323785;1347472;1372261;1398212;1425377;1453770;1483339;1514014;1545754;1578594;1612592;1647738;1684045;1721534;1759348;1797398;1837256;1881104;1930017;1985737;2046487;2105684;2154359;2186547;2200256;2198818;2188333;2177636;2173722;2177190;2187730;2210170;2250086;2310787;2395285;2501016;2618611;2734983;2840593;2932051;3011778;3083197;3152168;3223030;3296279;3370390;3445507;3521434;3598063;3675665;3754504;3834355
El Salvador;SLV;Population, femmes;SP.POP.TOTL.FE.IN;1404518;1443690;1484837;1527562;1571380;1615907;1660915;1706401;1752511;1799505;1847507;1896456;1946080;1996044;2045924;2095352;2144276;2192568;2239727;2285169;2328487;2369509;2408427;2445724;2482119;2518180;2553915;2589323;2624923;2661387;2699103;2738341;2778781;2819479;2859102;2896648;2931844;2964850;2995712;3024622;3051741;3077039;3100541;3122539;3143435;3163572;3183094;3202064;3220664;3239065;3257397;3275743;3294184;3312803;3331689;3350894;3370450;3390313;3410314
Saint-Marin;SMR;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalie;SOM;Population, femmes;SP.POP.TOTL.FE.IN;1392318;1421950;1452561;1484240;1517124;1551303;1589183;1631273;1673795;1711449;1741837;1758679;1766378;1785743;1845028;1962133;2148153;2390910;2656582;2897736;3080785;3192534;3244410;3257546;3264545;3288995;3338536;3405451;3479964;3546450;3594694;3621248;3633518;3644977;3674355;3734813;3831258;3958879;4109212;4269280;4429315;4587171;4745062;4902742;5060980;5220388;5380307;5540082;5700490;5862724;6027841;6196098;6367775;6543905;6725762;6914346;7110131;7313284;7524090
Serbie;SRB;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3841449;3847352;3874057;3901948;3921311;3867854;3866556;3858787;3847517;3836936;3827725;3823814;3822601;3816326;3808712;3797949;3783018;3767040;3749981;3733876;3718022;3688222;3670074;3652210;3635214;3617485;3598916;3580264;3561304
Afrique subsaharienne (hors revenu élevé);SSA;Population, femmes;SP.POP.TOTL.FE.IN;114514462;117183388;119969748;122867731;125867195;128962706;132154007;135450308;138866809;142423757;146137113;150013153;154053052;158258492;162629749;167167127;171873600;176752402;181801377;187022678;192413252;197969772;203693112;209589794;215671608;221941623;228405212;235055727;241873061;248830853;255909295;263107436;270431655;277884099;285474312;293206883;301092517;309140395;317362828;325780145;334407131;343251213;352326950;361668207;371314114;381294907;391624632;402302594;413320598;424662887;436317040;448280761;460556594;473136107;486010873;499172427;512617264;526340020;540326474
Soudan du Sud;SSD;Population, femmes;SP.POP.TOTL.FE.IN;1414910;1442670;1471665;1501907;1533426;1566262;1600439;1636002;1673007;1711537;1751670;1793500;1837116;1882608;1930063;1979597;2030433;2082538;2137515;2197553;2263733;2336436;2413666;2491248;2563558;2626212;2680324;2726427;2759299;2772399;2762672;2725963;2667930;2607271;2569382;2572167;2623708;2718349;2843340;2979110;3111536;3235251;3354863;3477850;3615806;3776075;3960633;4163179;4372705;4574032;4755869;4915973;5056517;5176383;5275534;5355171;5412863;5451274;5483164
Afrique subsaharienne;SSF;Population, femmes;SP.POP.TOTL.FE.IN;114535782;117205268;119992169;122890681;125890682;128986737;132178582;135475428;138892477;142449973;146163872;150040385;154080873;158286673;162658396;167196412;171903477;176782935;181832114;187053702;192444576;198001480;203724991;209621620;215703627;221973934;228437788;235089812;241907376;248865466;255944127;263142742;270467095;277920229;285511379;293244480;301130688;309179052;317402297;325820448;334447838;343291994;352369031;361709813;371355507;381336361;391666721;402344595;413363201;424705349;436360493;448322992;460599244;473179616;486055150;499217773;512663268;526386623;540373553
Petits états;SST;Population, femmes;SP.POP.TOTL.FE.IN;7214712;7349960;7488474;7628932;7770837;7911984;8050905;8188409;8328144;8470800;8617676;8770444;8926833;9085522;9246969;9412539;9579889;9750698;9925469;10109206;10302448;10504605;10716546;10933290;11155118;11384626;11620571;11861995;12103080;12339593;12566194;12785888;12985746;13174839;13368273;13562603;13763772;13971974;14182132;14401954;14618884;14824469;15028385;15232407;15443260;15666298;15901906;16149398;16407488;16669212;16934417;17200320;17473450;17751671;18034466;18322293;18611025;18904394;19201485
Sao Tomé-et-Principe;STP;Population, femmes;SP.POP.TOTL.FE.IN;28535;28896;29172;29469;29940;30682;31735;33057;34517;35939;37195;38243;39108;39895;40761;41798;43040;44454;45926;47325;48544;49554;50392;51166;52020;53056;54325;55766;57315;58870;60326;61696;62996;64219;65387;66518;67599;68651;69698;70794;71979;73251;74621;76107;77741;79534;81515;83656;85877;88089;90214;92213;94128;95970;97807;99664;101558;103477;105437
Suriname;SUR;Population, femmes;SP.POP.TOTL.FE.IN;143956;148182;152324;156476;160717;165101;169738;174478;178871;182304;184378;184898;184085;182413;180590;179144;178265;177864;177814;177891;177937;177934;177996;178366;179333;181088;183726;187135;191064;195180;199219;203094;206855;210482;214007;217443;220782;223982;227073;230091;233061;235989;238875;241753;244623;247541;250495;253479;256505;259552;262606;265678;268754;271821;274851;277824;280735;283581;286366
République slovaque;SVK;Population, femmes;SP.POP.TOTL.FE.IN;2060059;2121294;2143862;2165431;2188120;2210332;2231417;2251328;2269875;2288584;2299648;2310445;2331307;2354987;2380329;2406317;2432723;2459391;2485391;2511145;2533042;2552856;2574262;2594743;2614410;2633850;2651956;2668489;2684381;2699043;2712638;2716434;2718982;2730988;2743300;2752770;2759904;2766186;2770990;2774868;2772140;2768093;2768076;2767147;2767291;2768010;2768320;2769052;2771131;2774359;2776335;2779191;2783095;2785158;2786818;2788327;2790667;2793675;2796281
Slovénie;SVN;Population, femmes;SP.POP.TOTL.FE.IN;825571;830677;836023;843309;851176;859459;868970;877306;882968;885812;889996;895952;902593;909934;915000;924435;938922;951340;962724;973638;983190;984951;985326;989631;993024;996798;1008817;1021075;1024276;1025452;1026957;1028206;1027331;1025364;1024289;1024103;1022380;1019342;1015233;1014339;1016327;1017710;1019374;1020578;1021339;1022293;1023633;1026572;1024981;1031295;1033502;1034190;1035591;1036687;1037549;1038090;1038477;1038723;1042032
Suède;SWE;Population, femmes;SP.POP.TOTL.FE.IN;3751458;3768506;3788496;3808948;3836553;3872038;3908335;3937849;3959845;3988264;4027069;4057283;4072583;4083473;4099320;4119411;4137821;4155635;4170632;4182611;4194068;4202221;4207781;4212624;4218807;4227317;4237755;4251691;4270522;4298242;4330900;4360122;4385547;4410988;4442327;4465461;4472208;4474294;4476116;4478662;4484561;4494970;4507624;4522038;4537041;4551972;4573942;4603910;4635640;4671033;4706949;4738799;4770395;4807653;4852495;4901217;4960573;5025514;5082090
Eswatini;SWZ;Population, femmes;SP.POP.TOTL.FE.IN;173473;176896;180317;183900;187878;192414;197578;203330;209578;216181;223037;230142;237542;245208;253135;261317;269724;278382;287415;297016;307306;318284;329877;342009;354586;367503;380724;394178;407590;420631;433043;444697;455595;465798;475438;484616;493361;501619;509250;516062;521951;526810;530773;534205;537610;541346;545597;550272;554982;559232;562653;565143;566908;568302;569813;571811;574392;577502;581150
Sint Maarten (Dutch part);SXM;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
